repo,file,hooks_total,useState,useEffect,useCallback,useMemo,useContext,useReducer,useCustom,props,jsx_depth,jsx_elems,conditionals,map_calls,event_handlers,bool_props,has_children,component,prop_names,comment
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/client/components/builtin/global-not-found.tsx,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,GlobalNotFound,,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/client/components/builtin/app-error.tsx,0,0,0,0,0,0,0,0,1,6,13,0,0,0,0,0,AppError,,"This is the static 500.html page for App Router apps.
Always a server error, rendered at build time."
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/client/components/builtin/global-error.tsx,0,0,0,0,0,0,0,0,1,7,19,0,0,0,0,0,DefaultGlobalError,error }: { error: any,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/client/legacy/image.tsx,17,2,2,2,2,2,0,7,50,4,11,0,0,1,0,0,Image,"{
  src;sizes;unoptimized;priority;loading;lazyRoot;lazyBoundary;className;quality;width;height;style;objectFit;objectPosition;onLoadingComplete;placeholder;blurDataURL;...all
}: ImageProps",
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/pages/_error.tsx,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,_getInitialProps,"{
  req;res;err;}: NextPageContext",
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/pages/_document.tsx,3,0,0,0,0,0,0,3,43,4,41,0,0,0,0,0,getDocumentFiles,buildManifest: BuildManifest;pathname: string,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/crates/next-custom-transforms/tests/fixture/strip-page-exports/getStaticProps/not-remove-import-used-in-render/input.js,4,2,2,0,0,0,0,0,2,4,5,0,0,0,0,0,Test,,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/crates/next-custom-transforms/tests/fixture/ssg/getStaticProps/should-not-remove-import-used-in-render/input.js,4,2,2,0,0,0,0,0,2,4,5,0,0,0,0,0,Test,,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/crates/next-custom-transforms/tests/fixture/optimize_server_react/2/output.js,10,1,3,0,0,0,0,6,1,3,6,0,0,0,0,0,FilterItemDropdown,list,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/crates/next-custom-transforms/tests/fixture/optimize_server_react/2/input.js,12,3,3,0,0,0,0,6,1,3,6,0,0,0,0,0,FilterItemDropdown,list,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/crates/next-custom-transforms/tests/fixture/optimize_server_react/5/output.js,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,Page,,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/crates/next-custom-transforms/tests/fixture/optimize_server_react/5/input.js,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,Page,,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/crates/next-custom-transforms/tests/loader/issue-31627/input.js,2,0,2,0,0,0,0,0,1,3,7,0,0,0,0,0,Home,,
